Folder 1,Folder 2,File,Class
Base Images,Evaluation Set,181021_20_16_17_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_16_17_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_16_17_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_16_17_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_16_17_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_16_17_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_24_00_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_24_00_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_24_00_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_24_00_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_24_00_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_24_00_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_24_00_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_24_00_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_24_00_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_28_55_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_28_55_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_28_55_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_28_55_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_28_55_Brick_Eval_crop0.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_28_56_Brick_Eval_allcams0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_28_56_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_28_56_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_28_56_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_30_32_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_30_32_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_30_32_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_30_32_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_30_32_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_30_32_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_30_32_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_30_32_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_30_32_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_31_16_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_16_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_16_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_16_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_16_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_16_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_16_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_16_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_16_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_34_Brick_Eval_cam0.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_31_35_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_35_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_35_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_31_35_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_35_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_35_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_35_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_31_35_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_37_15_Brick_Eval_cam0.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_37_16_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_37_16_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_37_16_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_37_16_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_37_16_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_37_16_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_37_16_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_37_16_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_03_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_03_Brick_Eval_cam1.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_38_04_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_04_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_04_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_04_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_04_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_04_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_04_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_53_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_53_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_53_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_38_53_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_53_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_53_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_53_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_38_53_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_38_54_Brick_Eval_allcams0.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_43_56_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_43_56_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_43_56_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_43_56_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_43_56_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_43_56_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_43_56_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_43_56_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_43_56_Brick_Eval_crop3.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_46_48_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_46_48_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_46_48_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_46_48_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_46_48_Brick_Eval_crop0.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_46_49_Brick_Eval_allcams0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_46_49_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_46_49_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_46_49_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_20_49_48_Brick_Eval_allcams0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_49_48_Brick_Eval_cam0.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_49_48_Brick_Eval_cam1.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_49_48_Brick_Eval_cam2.jpg,Brick_2x3
Base Images,Evaluation Set,181021_20_49_48_Brick_Eval_cam3.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_49_48_Brick_Eval_crop0.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_49_48_Brick_Eval_crop1.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_49_48_Brick_Eval_crop2.jpg,Brick_2x3
Cropped Images,Evaluation Set,181021_20_49_48_Brick_Eval_crop3.jpg,Brick_2x3
Four Cameras,Evaluation Set,181021_21_04_43_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_04_43_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_04_43_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_04_43_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_04_43_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_04_43_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_04_43_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_04_43_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_04_43_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_03_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_03_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_03_Lego_Eval_cam2.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_09_04_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_04_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_04_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_04_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_04_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_04_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_17_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_17_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_17_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_17_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_17_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_17_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_17_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_17_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_09_18_Lego_Eval_allcams0.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_09_57_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_57_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_57_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_57_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_09_57_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_57_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_57_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_57_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_09_57_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_10_14_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_10_14_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_10_14_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_10_14_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_10_14_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_10_14_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_10_14_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_10_14_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_10_14_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_11_40_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_11_40_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_11_40_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_11_40_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_11_40_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_11_40_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_11_40_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_11_40_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_11_40_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_16_06_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_16_06_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_16_06_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_16_06_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_16_06_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_16_06_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_16_06_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_16_06_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_16_06_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_23_37_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_37_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_37_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_37_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_37_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_37_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_37_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_37_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_37_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_23_52_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_52_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_52_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_52_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_23_52_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_52_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_52_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_52_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_23_52_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_39_Lego_Eval_cam0.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_27_40_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_40_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_40_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_40_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_40_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_40_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_40_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_40_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_27_54_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_54_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_54_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_54_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_27_54_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_54_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_54_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_54_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_27_54_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_30_56_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_30_56_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_30_56_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_30_56_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_30_56_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_30_56_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_30_56_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_30_56_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_30_56_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_32_45_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_32_45_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_32_45_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_32_45_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_32_45_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_32_45_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_32_45_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_32_45_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_32_46_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_33_46_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_33_46_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_33_46_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_33_46_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_33_46_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_33_46_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_33_46_Lego_Eval_crop2.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_33_47_Lego_Eval_allcams0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_33_47_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_39_04_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_39_04_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_39_04_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_39_04_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_39_04_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_39_04_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_39_04_Lego_Eval_crop2.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_39_05_Lego_Eval_allcams0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_39_05_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_42_48_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_42_48_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_42_48_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_42_48_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_42_48_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_42_48_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_42_48_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_42_48_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_42_48_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_44_56_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_44_56_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_44_56_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_44_56_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_44_56_Lego_Eval_crop0.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_44_57_Lego_Eval_allcams0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_44_57_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_44_57_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_44_57_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_46_32_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_46_32_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_46_32_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_46_32_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_46_32_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_46_32_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_46_32_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_46_32_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_46_32_Lego_Eval_crop3.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_47_30_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_47_30_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_47_30_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_47_30_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_47_30_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_47_30_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_47_30_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_47_30_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_47_31_Lego_Eval_allcams0.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_51_14_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_51_14_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_51_14_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_51_14_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_51_14_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_51_14_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_51_14_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_51_14_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_51_14_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_53_13_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_53_13_Lego_Eval_cam0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_53_13_Lego_Eval_cam1.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_53_13_Lego_Eval_cam2.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_53_13_Lego_Eval_cam3.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_53_13_Lego_Eval_crop0.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_53_13_Lego_Eval_crop1.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_53_13_Lego_Eval_crop2.jpg,Lego_1x1
Cropped Images,Evaluation Set,181021_21_53_13_Lego_Eval_crop3.jpg,Lego_1x1
Four Cameras,Evaluation Set,181021_21_57_11_Lego_Eval_allcams0.jpg,Lego_1x1
Base Images,Evaluation Set,181021_21_57_11_Lego_Eval_cam0.jpg,Lego_1x1
